Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
thiefSoloConvo_a4fb507e	pov	I don't know how to explain it, but I feel... more alone. More than I've ever been before.	game/script.rpy	4904	pov "[what]"
thiefSoloConvo_ae403ca4	t	Don't worry about them, my friend. They made their choice. We all did!	game/script.rpy	4905	t "[what]"
thiefSoloConvo_63711814		They rolled the dice and raised their hands in triumph. The goblins around the table groaned and pushed a stack of rocks over to them.	game/script.rpy	4906	"[what]"
thiefSoloConvo2_ab89a165		The music stopped. You looked around to see that the carriage was empty around you.	game/script.rpy	4916	"[what]"
thiefSoloConvo2_fe9369ec		It had always been empty.	game/script.rpy	4917	"[what]"
thiefSoloConvo2_f97cff5d	t	I don't think this train is going fast enough, haha!	game/script.rpy	4918	t "[what]"
thiefSoloConvo2_e1da650b		Juggling spoons with their right hand, they grabbed you and pulled you through the empty carriage towards the engine room.	game/script.rpy	4919	"[what]"
thiefSoloConvo2_2ad1e5ef		You burst out of the carriage door and into the cool night air. Without the sound of the music, you could hear the wind howling like a banshee.	game/script.rpy	4922	"[what]"
thiefSoloConvo2_9f2d06af		The thief pulled you through and into the engine room, where four sooty goblins were lounging.	game/script.rpy	4926	"[what]"
thiefSoloConvo2_534064ec	t	Stoke the engine, will you? Let's see how fast this thing can move!	game/script.rpy	4927	t "[what]"
thiefSoloConvo2_bc689e0a	goblin4	Aye, boss!	game/script.rpy	4928	goblin4 "[what]"
thiefSoloConvo2_67e50aa7		The three goblins grabbed their shovels and set to work piling coal into the engine. The heat was intense.	game/script.rpy	4929	"[what]"
thiefSoloConvo2_3ca1c0ea		You looked out the window. It was pitch black outside.	game/script.rpy	4932	"[what]"
thiefSoloConvo2_031d5b44		The train moved faster and faster, and you could hear sparks coming off the wheels.	game/script.rpy	4939	"[what]"
thiefSoloConvo2_6c5bb805		Your thoughts were jumbled and fractured.	game/script.rpy	4940	"[what]"
thiefSoloConvo2_c9d12d6f		You heard something. Like claws, scrabbling in the mechanism underneath the carriage.	game/script.rpy	4949	"[what]"
thiefSoloConvo2_2ee4dccf	pov	Do you hear-	game/script.rpy	4952	pov "[what]"
thiefSoloConvo2_51602938	t	Nothing to worry about! Just the wind!	game/script.rpy	4953	t "[what]"
thiefSoloConvo2_2742d0c9	t	Help me shovel this coal, will you?	game/script.rpy	4954	t "[what]"
thiefSoloConvo2_49b213d7		You looked around. The engine room was empty, except for you and the thief.	game/script.rpy	4955	"[what]"
thiefSoloConvo2_388681bf		You picked up a shovel and held it.	game/script.rpy	4956	"[what]"
thiefSoloConvo2_bc57beec	pov	Listen. I'll help you shovel if you tell me what's happening here.	game/script.rpy	4957	pov "[what]"
thiefSoloConvo2_75b23826		You could feel the confusion blooming in your brain. Expanding blank spaces like tumours.	game/script.rpy	4958	"[what]"
thiefSoloConvo2_dcb64f28	pov	What's happening to me? To us? What... is this?	game/script.rpy	4959	pov "[what]"
thiefSoloConvo2_53764426		The thief sighed.	game/script.rpy	4960	"[what]"
thiefSoloConvo2_6715f7e8	t	Alright. Just, please - help me shovel.	game/script.rpy	4961	t "[what]"
thiefSoloConvo2_1e08f047		You both began to shove coal into the furnace. The fire flared and the room grew hotter and hotter as the train sped up.	game/script.rpy	4962	"[what]"
thiefSoloConvo2_233e8287		The thief looked into the flames.	game/script.rpy	4963	"[what]"
thiefSoloConvo2_d23813a0	t	I made a deal. A long time ago.	game/script.rpy	4964	t "[what]"
thiefSoloConvo2_c6c7bdbf	t	We all took it. You will, too, in the end.	game/script.rpy	4965	t "[what]"
thiefSoloConvo2_96f600f5	t	Today, my debt is due. It's the end of the line.	game/script.rpy	4966	t "[what]"
thiefSoloConvo2_9846193f		The flames reflected in their dark eyes.	game/script.rpy	4967	"[what]"
thiefSoloConvo2_b2d694ea	t	Ah, well.	game/script.rpy	4968	t "[what]"
thiefSoloConvo2_4acd6619	t	Everyone gets eaten by something. Might as well be this.	game/script.rpy	4969	t "[what]"
thiefSoloConvo2_25652915		The train screeched as it rounded a tight bend, sending you both stumbling.	game/script.rpy	4970	"[what]"
thiefSoloConvo2_e607e68d	t	I think that's as fast as it'll go.	game/script.rpy	4971	t "[what]"
thiefSoloConvo2_d62fbf88	t	Come on. Let's spend the last moment in the moonlight.	game/script.rpy	4972	t "[what]"
thiefSoloConvo2_9388a762		They took your hand, and in a single twist of their long, long arms they pulled you both out of the engine and up onto the roof of the train.	game/script.rpy	4975	"[what]"
thiefSoloConvo2_02d4ce07		You looked out across the night landscape. The land was haunted and beautiful. The smoke stung your eyes.	game/script.rpy	4976	"[what]"
thiefSoloConvo2_675ac6c0	t	Here. I still have this.	game/script.rpy	4977	t "[what]"
thiefSoloConvo2_0ba2692b		They waved an ornate bottle of champagne at you.	game/script.rpy	4978	"[what]"
thiefSoloConvo2_1de2cfc3	t	From my father's cellar. One of the first things I ever stole. I was saving it for a special occasion.	game/script.rpy	4979	t "[what]"
thiefSoloConvo2_51fe7993		They popped the cork.	game/script.rpy	4980	"[what]"
thiefSoloConvo2_033cb47c	t	Don't worry. It's not goblin drink.	game/script.rpy	4981	t "[what]"
thiefSoloConvo2_3d16de59		They offered you a swig from the bottle as the train hurtled forward, teetering off the rails.	game/script.rpy	4982	"[what]"
thiefSoloConvo2_2c4c1e82		You could hear something in the darkness behind you. Like the thudding of great paws.	game/script.rpy	4984	"[what]"
thiefSoloConvo2_d54f7ee9	t	I had to do it.	game/script.rpy	4986	t "[what]"
thiefSoloConvo2_a4a48af3	t	Imagine a culture built around a black hole.	game/script.rpy	4987	t "[what]"
thiefSoloConvo2_0600b2a6	t	A tree with nothing at the root.	game/script.rpy	4988	t "[what]"
thiefSoloConvo2_66454648	t	The real world holds nothing for us. All we can do is extract as much joy as we can from each single day.	game/script.rpy	4990	t "[what]"
thiefSoloConvo2_451943e6	t	Until we finally take the westward line.	game/script.rpy	4991	t "[what]"
thiefSoloConvo2_e77aeba7		They took a swig from the champagne bottle.	game/script.rpy	4992	"[what]"
thiefSoloConvo2_3b5d9fad		The howling wind abated for a single moment. The air was clear. The moon emerged from the clouds.	game/script.rpy	4996	"[what]"
thiefSoloConvo2_649d12d9		The thief leaned off the train, holding onto the smoke stack with one hand and the champagne bottle with the other.	game/script.rpy	4997	"[what]"
thiefSoloConvo2_0aade1ed	t	Well. This is it.	game/script.rpy	4998	t "[what]"
thiefSoloConvo2_c27940e5		You looked at their face. It was fierce with exaltation. A ferocious laugh split their mouth.	game/script.rpy	4999	"[what]"
thiefSoloConvo2_76a25d97	t	I did it.	game/script.rpy	5000	t "[what]"
thiefSoloConvo2_7ca277b8	t	I'm not sorry, you hear me?	game/script.rpy	5001	t "[what]"
thiefSoloConvo2_c775d6c3	t	I struck out from the cruelty and bleakness and grey endless grinding of that machine, and I lived every day I was alive.	game/script.rpy	5002	t "[what]"
thiefSoloConvo2_8d28b4e5		Their laughter faded and they looked out at the moon with relief. They handed you the champagne.	game/script.rpy	5003	"[what]"
thiefSoloConvo2_77d48502	t	I won.	game/script.rpy	5004	t "[what]"
thiefSoloConvo2_ab383527		The wind returned, howling like a monstrous beast.	game/script.rpy	5005	"[what]"
thiefSoloConvo2_8ecee916		They looked at you with piercing clarity. You saw the moon reflected in their dark eyes.	game/script.rpy	5006	"[what]"
thiefSoloConvo2_b7886ca2	t	Thank you, [povname]. For everything.	game/script.rpy	5007	t "[what]"
thiefSoloConvo2_0790c63f	t	I'm sorry we didn't get more time together.	game/script.rpy	5008	t "[what]"
thiefSoloConvo2_a5c3f30d	t	If you get out, tell them...	game/script.rpy	5009	t "[what]"
thiefSoloConvo2_5e6d7ef2	t	Tell those bastards I hated them all.	game/script.rpy	5010	t "[what]"
thiefSoloConvo2_54a212f4		They gave you a sudden shove in the centre of your chest. You fell sprawling from the roof and slammed into the dirt, tumbling down the side of the hill and away from the train.	game/script.rpy	5011	"[what]"
thiefSoloConvo2_50e1de58		The train hurtled past you in a blaze of smoke and fire, and then was gone.	game/script.rpy	5012	"[what]"
thiefSoloConvo2_3cb34276		You lay in the underbrush, catching your breath, before staggering up.	game/script.rpy	5020	"[what]"
thiefSoloConvo2_bb71f662		There was no train. There were no train tracks.	game/script.rpy	5021	"[what]"
thiefSoloConvo2_c534d61e		How did you get here? Who were you looking for?	game/script.rpy	5022	"[what]"
thiefSoloConvo2_128a1f66		You shook your head at your foolishness. There's no-one out here.	game/script.rpy	5023	"[what]"
thiefSoloConvo2_9bdc963c		There never was.	game/script.rpy	5024	"[what]"
thiefSoloConvo2_9db94e17		For some reason, you were holding an empty champagne bottle. You couldn't think why.	game/script.rpy	5025	"[what]"
thiefSoloConvo2_84fe170d		You heard a soft grunting coming from the bush.	game/script.rpy	5027	"[what]"
thiefSoloConvo2_381ba792		The bushes rustled, and then your pig leapt out and into your arms, oinking joyfully. You cradled it softly.	game/script.rpy	5028	"[what]"
thiefSoloConvo2_cde4c791		You picked yourself up and begin the long walk back home with the pig.	game/script.rpy	5029	"[what]"
thiefSoloConvo2_c84327ba		You picked yourself up and begin the long walk back home.	game/script.rpy	5031	"[what]"
thiefSoloConvo2_5fa51f99		The wind whistled in the trees.	game/script.rpy	5032	"[what]"
thiefSoloConvo2_61c8e2f5		It was just the wind.	game/script.rpy	5033	"[what]"
thiefSoloConvo2_956c1e90		There is nothing else to tell.	game/script.rpy	5034	"[what]"
thiefSoloConvo2_664c1c4e		My tale is done.	game/script.rpy	5035	"[what]"
thiefSoloConvo2_261e3cdf		See the mouse run.	game/script.rpy	5036	"[what]"
thiefSoloConvo2_10cfe71a		Catch it, whoever can, and then you can make a great big cap out of it's fur.	game/script.rpy	5038	"[what]"
mushroom1_71b11ae1	m	You again? Have you returned with a tale for me?	game/script.rpy	5050	m "[what]" nointeract
mushroom1_2f540422		The mushroom ushered you and your pig inside, and you both took a seat in the plush red armchairs. Your pig snuffled around, searching for truffles. You pretended to sip a cup of decaying leaf matter as you told your tale.	game/script.rpy	5061	"[what]"
mushroom1_5fdfc9ea		The mushroom ushered you inside, and you both took a seat in the plush red armchairs. You pretended to sip a cup of decaying leaf matter as you told your tale.	game/script.rpy	5063	"[what]"
mushroom1_fcabddfc	m	Well! Never in all the years I've known you have you ever told me a tale such as this!	game/script.rpy	5064	m "[what]"
mushroom1_0f1646b8	pov	Um... we only just met tonight.	game/script.rpy	5065	pov "[what]"
mushroom1_7e478744	m	You know what I mean. The other you's.	game/script.rpy	5066	m "[what]"
mushroomTales_365c61a5	m	I have to say, darling, your stories are improving. Still a bit flabby in the second act, but I was most intrigued by your subtle commentary on the innate oneness of being.	game/script.rpy	5071	m "[what]" nointeract
mushroomTales_9e71025b	m	Well, your tale still could have done with some improvement.	game/script.rpy	5075	m "[what]"
mushroomTales_eaf8502b	m	The plot was rambling, and the characterisation was flimsy at best.	game/script.rpy	5076	m "[what]"
mushroomTales_fdcd2844	m	But I suppose a deal's a deal. I swear I will not curse you with a mushroom's curse.	game/script.rpy	5077	m "[what]"
mushroomTales_a9106423	m	This time.	game/script.rpy	5078	m "[what]"
mushroomTales_4bd0a45a	m	No need to worry about it, darling. I'm just glad you decided to come clean about your plan to steal our treasure.	game/script.rpy	5082	m "[what]"
mushroomTales_733cbce4	pov	No no... it's the Master Thief who's planning to steal the treasure.	game/script.rpy	5083	pov "[what]"
mushroomTales_7ac182c0	m	Right, the "Master Thief" you. But of course you can just stop yourself from doing it, right?	game/script.rpy	5084	m "[what]"
mushroomTales_b3180f96	pov	Uh - I - That's not...	game/script.rpy	5085	pov "[what]"
mushroomThiefBattle_d26f90c9		At just that moment, you noticed your cup had disappeared from your hand and been replaced with an old gumboot full of pond scum.	game/script.rpy	5088	"[what]"
mushroomThiefBattle_b69669f4		Your pig squealed a warning.	game/script.rpy	5090	"[what]"
mushroomThiefBattle_487b2cc7		You looked around and saw a shadow flit across the wall.	game/script.rpy	5092	"[what]"
mushroomThiefBattle_4ecce603		Grabbing a nearby jewelled scimitar, you leapt up from your seat and swung around to clash swords with the Master Thief!	game/script.rpy	5093	"[what]"
mushroomThiefBattle_61d488a0	t	Haha! You're learning.	game/script.rpy	5094	t "[what]"
mushroomThiefBattle_6ad908dc	t	There's still time, you know. Join me.	game/script.rpy	5095	t "[what]"
mushroomThiefBattle_3087acec	t	Together we'll spit in the face of the law and destroy the concept of private ownership once and for all.	game/script.rpy	5099	t "[what]" nointeract
mushroomThiefBattle_5a4e463d		You hesitated... and then you dropped your sword.	game/script.rpy	5102	"[what]"
mushroomThiefBattle_4194f500	t	Excellent. Now...	game/script.rpy	5103	t "[what]"
mushroomThiefBattle_d4b2f765	pov	Never!	game/script.rpy	5106	pov "[what]"
mushroomThiefBattle_e08adfb3		You pulled yourself up and fought fiercely across the glittering hills of treasure, gold pieces sliding away with every step.	game/script.rpy	5107	"[what]"
mushroomThiefBattle_90987862		The pig left bravely at the Master Thief, but they effortlessly dodged and it went rolling down the hill, squealing wildly.	game/script.rpy	5109	"[what]"
mushroomThiefBattle_a454b8e3		The Master Thief effortlessly riposted your blows with one hand, while the other hand darted around grabbing nearby gems and stuffing them into their cloak.	game/script.rpy	5110	"[what]"
mushroomSolo_0ae9bcd0			game/script.rpy	5121	"[what]"
mushroomFinale_d1dcc18f	m	Oh dear.	game/script.rpy	5125	m "[what]"
mushroomFinale_d841f04a		Another mushroom, identical to the lady, emerged from a side door.	game/script.rpy	5126	"[what]"
mushroomFinale_a9f99b92	m2	I know, it's awful.	game/script.rpy	5127	m2 "[what]"
mushroomFinale_8ea28495	m2	I mean, what are [he] trying to say, here? I think we can find a vague stab towards meaning in this performance, but who's the audience?	game/script.rpy	5129	m2 "[what]"
mushroomFinale_b2a79bb7	m2	I mean, what is [he] trying to say, here? I think we can find a vague stab towards meaning in this performance, but who's the audience?	game/script.rpy	5131	m2 "[what]"
mushroomFinale_cf29e45a		You stumbled and teetered at the edge of a cliff as the thief's stabs pushed you backwards. Another identical mushroom popped up.	game/script.rpy	5132	"[what]"
mushroomFinale_5ece31e9	m4	Perhaps it's meant to be ironic.	game/script.rpy	5133	m4 "[what]"
mushroomFinale_3f211b44	m2	Perhaps it's satirical.	game/script.rpy	5134	m2 "[what]"
mushroomFinale_302b9ed0	m3	Yes, but what is it satirising?	game/script.rpy	5135	m3 "[what]"
mushroomFinale_5816ce92		You regained your footing and slashed the thief's sword out of their hands. Just as you were on the brink of victory, mushrooms swarmed up and surrounded you.	game/script.rpy	5136	"[what]"
mushroomFinale_f4a597d4		Your pig leapt into your arms in fear.	game/script.rpy	5138	"[what]"
mushroomFinale_6058f994	m	I think we've seen enough. It's time to get off the stage.	game/script.rpy	5139	m "[what]"
mushroomFinale_581867d3		Before you could blink, they took hold of your ankles and dragged you down into the earth.	game/script.rpy	5140	"[what]"
mushroomFinale_b02f1ffb	m3	Shh. Shhh.	game/script.rpy	5141	m3 "[what]"
mushroomFinale_74a0f10d		The Master Thief managed to wriggle out of their grasp and leap up out a nearby window.	game/script.rpy	5142	"[what]"
mushroomFinale_b3c20662	t	Au revoir, my friend!	game/script.rpy	5143	t "[what]"
mushroomFinale_bade8a30		That was the last thing you saw before you were dragged underneath the earth.	game/script.rpy	5146	"[what]"
mushroomFinale_63b6439a		You and the pig were pulled down through untold layers of dirt by your ankles. You heard the mushrooms whisper around you.	game/script.rpy	5148	"[what]"
mushroomFinale_70e19487		You were pulled down through untold layers of dirt by your ankles. You heard the mushrooms whisper around you.	game/script.rpy	5150	"[what]"
mushroomFinale_eff21193	m3	Everything's going to be ok. You're safe here. Shhhh.	game/script.rpy	5151	m3 "[what]"
mushroomFinale_793ec059		Soon, you emerged into a colossal underground kingdom lit with flickering silver light.	game/script.rpy	5154	"[what]"
mushroomFinale_6dfa11a5		All around you pressed a blooming mass of webcaps, milkcaps, scarlet elf caps, poisonpies, decievers, pinkgills, brittlegills, veiled ladies, lawyer's wigs, stinkhorns, earthstars, beefsteaks, chicken of the woods, earthballs, sculpted puffballs, yellowfoots, lungworts, brown-eyed wolves, golden-eyed umbrellas, Satan's boletes, false chanterelles, death caps and destroying angels, and all members of the mysterious Dark Taxa, the dark matter fungi that lie unknown to mankind.	game/script.rpy	5156	"[what]"
mushroomFinale_e7bbdda7		They all swept to and fro through a twisted city of endless tunnels. The shape of a giant, pale and broken mountain loomed over the city, barely visible through the thick fog of spores.	game/script.rpy	5158	"[what]"
mushroomFinale_f48039eb	pov	I was about to win! Why have you kidnapped me?	game/script.rpy	5159	pov "[what]"
mushroomFinale_d17af1f9	m	Darling, trust us, that sad production wasn't going to win anything. You were hurting yourself.	game/script.rpy	5160	m "[what]"
mushroomFinale_4114e8e9	m2	Hurting yourself.	game/script.rpy	5161	m2 "[what]"
mushroomFinale_272fa967	m	Please don't take the criticism too personally. It was an intriguing bit of invisible theatre. We do respect the way you put everything into the role. But you really must consider the problematic aspects of the piece.	game/script.rpy	5162	m "[what]"
mushroomFinale_326f13e8		Dozens of identical mushrooms pressed around you, speaking in soft, overlapping voices.	game/script.rpy	5163	"[what]"
mushroomFinale_6c9ee871	m3	I think it might be best if you stay here until I know that you're safe. Until I know you're safe. It's for the best, if you stay here.	game/script.rpy	5164	m3 "[what]"
mushroomFinale_087062c6	m4	I'll watch over you. Over you. Watch over.	game/script.rpy	5165	m4 "[what]"
mushroomFinale_9f2606e1		You were taken through a great palace of yellow chanterelles and dressed in robes of fine moss. Your room was lushly furnished with soft covers woven from black mushroom silk. Your pig had his own quarters and a bevy of servants to attend to his every whim. All the gems and gold and treasures of the earth were available to you both.	game/script.rpy	5169	"[what]"
mushroomFinale_4ff83230		You were taken through a great palace of yellow chanterelles and dressed in robes of fine moss. Your room was lushly furnished with soft covers woven from black mushroom silk, and all the gems and gold and treasures of the earth were available to you.	game/script.rpy	5171	"[what]"
mushroomPrison_40656ef2	m	You will be safe here.	game/script.rpy	5176	m "[what]" nointeract
mushroomPrison_d57bd04d		The mushroom looked at you sadly.	game/script.rpy	5179	"[what]"
mushroomPrison_ccabf415	m2	We've talked about this many times, darling. Don't you remember?	game/script.rpy	5180	m2 "[what]"
mushroomPrison_9f78a448	m3	This is the kingdom of Lady Death. Mother of Mushrooms. I am her fingers, and we take all things on earth to her.	game/script.rpy	5181	m3 "[what]"
mushroomPrison_820245f8	m	Would you like me to tell you the story again?	game/script.rpy	5182	m "[what]"
mushroomPrison_02ef99c8		She sat down and began to tell you her tale.	game/script.rpy	5187	"[what]"
mushroomPrison_c75f8e61	m	Once upon a time, Death came for Our Dear Lord, as it was His appointed time.	game/script.rpy	5188	m "[what]"
mushroomPrison_d7c28966	m2	He did not wish to go, and so they fought across the great sea of the world. We fought for forty days and forty nights, but eventually the Heavenly Father got the upper hand.	game/script.rpy	5189	m2 "[what]"
mushroomPrison_e9718338	m3	He broke Our Lady across the sky, and cut off Her hands, and threw me down into the deepest pit underground. I was so weak that we could not pull ourselves up.	game/script.rpy	5190	m3 "[what]"
mushroomPrison_4dd8a631	m	"What will become of the world," we asked ourselves, "If I just lie here?"	game/script.rpy	5191	m "[what]"
mushroomPrison_6fcd275c	m4	"There will be no more deaths, and soon there'll be so many people in the world that they won't have the room to stand next to each other."	game/script.rpy	5192	m4 "[what]"
mushroomPrison_ef73566f	m3	And so I extended Her long, broken arms, so that our fingers poked out of the soil.	game/script.rpy	5193	m3 "[what]"
mushroomPrison_456034a6	m2	These fingers are the Mushrooms.	game/script.rpy	5194	m2 "[what]"
mushroomPrison_1b80a400	m	We provide food for the poor and the animals of the forest, and I support the plants and connect them together.	game/script.rpy	5195	m "[what]"
mushroomPrison_6b1248ab	m4	But most importantly, we do The Work.	game/script.rpy	5196	m4 "[what]"
mushroomPrison_6e219e45	m2	We take hold of the dead and the dying, and the old wood and the old bones, and carry it all down to my kingdom, far underground.	game/script.rpy	5197	m2 "[what]"
mushroomPrison_f428371a	m3	I work slowly. We are patient. Soon, the work will be complete, and everything will rest here inside Her kingdom, as was intended when the world began.	game/script.rpy	5198	m3 "[what]"
mushroomPrison_1d60c7d3		The mushroom gestured to the pale mountain, looming over the city through the fog of spores.	game/script.rpy	5199	"[what]"
mushroomPrison_54ce0a45	m4	My body still lies there, broken. It is what the hills and forests and continents are built on. She lies in great pain, and it is but rarely that I can walk among men as we once did.	game/script.rpy	5200	m4 "[what]"
mushroomPrison_81f447b8	m	It was a strange occasion indeed on which I walked the earth to become your godmother. I hope it was worth it.	game/script.rpy	5202	m "[what]"
mushroomPrison_ae6cc62c	m	I'm sorry.	game/script.rpy	5205	m "[what]"
mushroomPrison_335fa5cd	m	You're a danger to yourself. All of yourself.	game/script.rpy	5206	m "[what]"
mushroomPrison_cba96578	m	I only wish I could keep all of you in here, until you're well again.	game/script.rpy	5207	m "[what]"
mushroomPrison_59bf4497	m	We've talked about this so many times, darling. And you have forgotten so much.	game/script.rpy	5211	m "[what]"
mushroomPrison_fd9d21e4	m2	You're not well.	game/script.rpy	5212	m2 "[what]"
mushroomPrison_c8a0fa31	m3	You argue with yourself. Even kill yourself. All the time.	game/script.rpy	5213	m3 "[what]"
mushroomPrison_82e06ac9	m4	You make food and then give it to us to rot, while you lie starving.	game/script.rpy	5214	m4 "[what]"
mushroomPrison_0a2bfd5f	m2	You build houses and then leave them empty, while you die of cold on the streets.	game/script.rpy	5215	m2 "[what]"
mushroomPrison_7a28d557	m	We respect your dedication to your art. It is a beautiful performance.	game/script.rpy	5216	m "[what]"
mushroomPrison_01a4b7cf	m2	But is it worth the cost?	game/script.rpy	5217	m2 "[what]"
mushroomPrison_28f70d14	pov	I think you're confused. Me and the thief and all those other people... they're separate. We aren't the same person.	game/script.rpy	5221	pov "[what]"
mushroomPrison_f21cb6f5	m	Darling, I think you're the one who's confused. You've been taken in by the surface elements of the piece without considering the greater picture.	game/script.rpy	5222	m "[what]"
mushroomPrison_95162426	m2	When you look at mushrooms on the surface, it may look like each one is a separate being.	game/script.rpy	5223	m2 "[what]"
mushroomPrison_5a71f188	m3	But when you look underneath, you can see it. It's all one beast. Impossibly large. Under the earth.	game/script.rpy	5224	m3 "[what]"
mushroomPrison_15ace3b3	m	You're the same. You've just forgotten.	game/script.rpy	5225	m "[what]"
mushroomPrison_96f1bff0	m4	You can't see the shape of the great Human Being under the dirt.	game/script.rpy	5226	m4 "[what]"
mushroomPrison_fcc16d31	m3	Of course. One moment.	game/script.rpy	5230	m3 "[what]"
mushroomPrison_0092511b		The mushrooms took one of their number out of the room. There was a chopping sound from outside. In moments, they returned with a rich mushroom stew.	game/script.rpy	5231	"[what]"
mushroomPrison_74d4ab21	m2	Here.	game/script.rpy	5233	m2 "[what]"
mushroomPrison_595d4c51	m3	Do you promise not to hurt any of your selves?	game/script.rpy	5237	m3 "[what]"
mushroomPrison_268b2b31	pov	Um... yes, I do.	game/script.rpy	5238	pov "[what]"
mushroomPrison_a64fa71b	m2	Very well. I will come with you.	game/script.rpy	5239	m2 "[what]"
mushroomPrison_7ba0d832	m	You can go anywhere in the kingdom. But if I ever feel that you're a danger to yourself, we'll have to take you back here.	game/script.rpy	5240	m "[what]"
mushroomKingdom_b8848990		You walked out into the lush expanse of the underground kingdom. Rich moss and lichens flowered from every surface. 	game/script.rpy	5246	"[what]"
mushroomKingdom_f1386d0c	m	Don't worry. I know about your godfather. He cannot reach us here.	game/script.rpy	5248	m "[what]"
mushroomExplore_b19530e1		The mushroom showed you all the wonders of that undiscovered land, where life and death go hand in hand.	game/script.rpy	5259	"[what]"
mushroomExplore_c6ec2534		Your pig frolicked through the gardens beside you.	game/script.rpy	5261	"[what]"
mushroomExplore_fa5066e1		You saw the four seasons all flowering at once. To the north, the cicadas and crickets chirped loudly in a summer haze. To the south, the ground was silver white with snow. To the west, the autumn rains fell, and to the east was the full glory of spring.	game/script.rpy	5262	"[what]"
mushroomExplore_d155fb81		The wonder of those gardens were so great that the tongue fails to describe them, and you walked and watched for days, until your eyes were so full that they couldn't stand to see another scrap of beauty.	game/script.rpy	5263	"[what]"
mushroomExplore_780269e4	m	A tad garish, isn't it?	game/script.rpy	5264	m "[what]"
mushroomExplore_009e027f		As soon as you entered the palace a train of toadstools appeared, all in ceremonial garb. With silent steps, they surrounded you, bearing delicacies of mushroom risotto and crisp goose roasted in truffle butter and dark red wine and platters of mushroom bourguignon with roast potatoes, and set this wondrous feast before you. 	game/script.rpy	5270	"[what]"
mushroomExplore_9a26f283		Your pig feasted with wild abandon.	game/script.rpy	5272	"[what]"
mushroomExplore_cce8b60e	m	You HAVE to try the truffle aioli, darling, that's my absolute favourite.	game/script.rpy	5273	m "[what]"
mushroomExplore_2f0c23cb	pov	You... eat mushrooms?	game/script.rpy	5274	pov "[what]"
mushroomExplore_f8185779	m2	Of course. And one day they will eat me.	game/script.rpy	5275	m2 "[what]"
mushroomExplore_6b8fba94		Never in your whole life had you sat down to such a marvellous feast, and you gorged yourself for days on end until they had to roll you out of the palace.	game/script.rpy	5276	"[what]"
mushroomExplore_6b83f024		The mushroom took you down to show you the great roots of the whole forest above you. Delicate fungal networks wove through every root, carrying vital letters and trade agreements and treaties to every plant in the woods.	game/script.rpy	5280	"[what]"
mushroomExplore_0e55e7fd		You spent days among them, learning their intricate customs. You realised that the forest you knew was an intricate web of delicate alliances between opposing factions that hated each other with bitter envy.	game/script.rpy	5281	"[what]"
mushroomExplore_f6a66f77	m3	Exhausting, isn't it? But it must be done.	game/script.rpy	5282	m3 "[what]"
mushroomExplore_28c3ed94	m2	If we didn't do this, the whole forest would probably fall into all-out war. And then we'd never get The Work done.	game/script.rpy	5283	m2 "[what]"
mushroomExplore_ae055f04		The mushroom took you closer to the shape you saw from the palace. It loomed over you, larger than life. With a start, you saw that it was breathing.	game/script.rpy	5289	"[what]"
mushroomExplore_8b0d2def	m2	This is the Lady. She waits here, while we do The Work.	game/script.rpy	5290	m2 "[what]"
mushroomExplore_462208bb	pov	The Work?	game/script.rpy	5291	pov "[what]"
mushroomExplore_7275bdb9	m4	We take all things down here, one by one. It's slow work. But already, those down here outnumber the ones above. I am more than halfway done.	game/script.rpy	5293	m4 "[what]"
mushroomExplore_3ef8db66	m3	Someday, everyone and everything will be down here.	game/script.rpy	5294	m3 "[what]"
mushroomExplore_bc570a4c	m	On that day, the Lady will draw her fingers down through the soil and back to her.	game/script.rpy	5295	m "[what]"
mushroomExplore_71801281	m3	We will finally have completed the piece. Our Magnum Opus. It will be spectacular, I assure you, darling.	game/script.rpy	5296	m3 "[what]"
mushroomExplore_b0c38ecc	m	Don't look yet, it's not finished. Barely a first draft, really, I'd be so embarrassed if you saw it in it's current state.	game/script.rpy	5297	m "[what]"
mushroomExplore_e97b2aed	m2	So much left to do.	game/script.rpy	5298	m2 "[what]"
mushroomExplore_72bfd20a	m3	No need to worry. We have all the time in the world.	game/script.rpy	5299	m3 "[what]"
mushroomExplore_4921dae8		You felt a strange peace in the shadow of the pale lady, and you stayed there with the mushroom for many days, looking out at the splendour of the world.	game/script.rpy	5300	"[what]"
mushroomExplore_5b036012		Such were the wonders of that kingdom that you almost forgot everything, even the riches you left behind and your siblings and your own country.	game/script.rpy	5306	"[what]"
mushroomExplore_61e4daa7		Such were the wonders of that kingdom that you almost forgot everything, even the home you left behind and your mother and siblings and your own country.	game/script.rpy	5308	"[what]"
mushroomExplore_14cbbb9a		But soon, your mind came back to you, and you realised that you did not belong to this wonderful land. And so you said to the mushroom:	game/script.rpy	5309	"[what]"
mushroomExplore_e4f5709c	pov	I've been very happy with you, and you've been kinder to me than words can tell. But I must go back.	game/script.rpy	5310	pov "[what]"
mushroomExplore_ecd0a497	m	Do you have to go? Why not stay with me here?	game/script.rpy	5314	m "[what]" nointeract
mushroomExplore_d78f9838		For a long time, you thought over the Mushroom's proposal. Finally, you agreed.	game/script.rpy	5317	"[what]"
mushroomExplore_301550b9		You and the mushrooms stayed the greatest of friends, talking all through the small hours together.	game/script.rpy	5325	"[what]"
